,Name,Gender,Age,Ethnicity,Family_Status,Number_Caretakers,State_Caretakers,Number_Siblings,Order_Among_Siblings,State_Residence,Country,State_Country,State,State_State,State_School,State_Teachers,State_Classmates,Academic_Level,Grade,Academic_Passion,Years_Failed,Commute_Distance,Commute_Method,Commute_Duration,State_Commute,Work,Work_Type,State_Work,Dropout
6076,Zakiya Pannekoek,female,35,Asian,extended family,3,3,4,2,5,Netherlands,9.464,Gelderland,1,1,7,3,D,M2,6,1,4.9,bus,49,10,True,repetitive labour,5,True
6077,Robert Rose,male,30,Asian,Adopted,1,8,4,3,4,United States,5.951,North Carolina,3,8,9,1,A−,1,3,0,8.3,motorbike,49,7,True,repetitive labour,1,True
6078,Myrta Francois,female,37,Asian,step family,3,7,4,2,6,Switzerland,8.571,Nidwalden,1,2,5,6,F,12,2,0,3.8,bicycle,38,5,True,hobby,7,True
6079,Samu Kyllonen,male,60,Arab,extended family,2,4,4,3,3,Finland,9.841999999999999,Central Finland,8,9,10,9,A+,13,7,2,4.7,metro,70,6,True,family business,7,True
6080,Niels Charles,male,41,Arab,biological family,2,5,4,4,10,Switzerland,6.571,Appenzell Ausserrhoden,2,3,10,3,F,2,1,3,15.5,metro,232,2,True,hobby,1,True
6081,Brittany Wagner,female,37,Black,biological family,1,4,1,1,6,United States,4.951,Massachusetts,4,8,8,2,B,2,3,3,3.3,motorbike,19,10,True,hobby,5,False
6082,Jayden Tremblay,male,69,Hispanic,step family,3,7,2,2,5,Canada,9.103,Québec,1,9,9,5,C,4,1,3,22.0,motorbike,132,6,False,,,False
6083,Embla Føreland,female,66,Black,Adopted,4,3,1,1,9,Norway,6.392,Sør-Trøndelag,4,7,10,1,C,M1,9,3,3.6,taxi,24,8,True,hobby,5,True
6084,Hunter Hawkins,male,72,Black,extended family,4,6,4,2,9,United States,5.951,California,3,4,2,5,C−,M2,9,1,18.5,bicycle,185,4,False,,,False
6085,Ingried Exner,female,39,Hispanic,biological family,4,8,3,3,1,Germany,7.155,Bremen,2,8,6,1,D+,11,3,0,21.5,taxi,143,4,False,,,False
6086,Manuela Gutiérrez,female,58,Arab,Adopted,5,9,2,2,1,Spain,6.491,Islas Baleares,4,5,8,5,C−,M1,3,0,2.5,train,21,2,False,,,True
6087,Eric Bell,male,26,Black,extended family,3,1,4,2,4,Ireland,9.085,Donegal,1,9,2,9,F,11,1,0,6.1,metro,91,4,True,hobby,8,True
6088,Meenakshi Pai,female,46,Arab,Adopted,3,3,2,1,6,India,5.819,Nagaland,3,9,8,8,D,6,5,3,3.3,train,28,3,False,,,True
6089,Carlota Jaimes,female,29,Black,step family,5,5,2,1,4,Mexico,5.317,Aguascalientes,1,3,8,8,C+,M1,5,3,3.3,metro,49,5,True,craftsmanship,4,False
6090,Emre Kumcuoğlu,male,51,Hispanic,biological family,4,5,3,1,10,Turkey,2.9480000000000004,Balıkesir,1,10,9,6,C+,M1,3,1,16.0,motorbike,96,5,True,hobby,6,True
6091,Maya Gagnon,female,61,Arab,step family,2,7,3,2,9,Canada,5.103,New Brunswick,5,5,3,7,D−,4,3,0,8.3,bus,83,6,False,,,False
6092,Mirolyub Kmeta,male,41,Arab,biological family,3,2,4,2,6,Ukraine,3.875,Mikolayivska,2,10,8,3,B−,13,1,0,0.9,taxi,6,2,True,family business,2,False
6093,Dorogosil Simashko,male,28,Black,Abandonned,4,3,2,2,2,Ukraine,4.875,Kirovogradska,3,6,9,2,D−,M2,4,1,14.6,metro,219,9,True,family business,10,True
6094,Ruža Marinković,female,22,Asian,step family,2,10,4,1,10,Serbia,8.078,Zaječar,6,6,8,1,C−,6,7,2,8.3,walking,498,2,True,family business,6,True
6095,Deniz Erkekli,male,55,Black,biological family,2,10,1,1,7,Turkey,5.948,Tunceli,5,1,7,3,B,5,6,0,5.6,metro,84,3,True,repetitive labour,9,True
6096,Sarah-Jane Volbeda,female,76,White,Adopted,5,1,2,1,9,Netherlands,5.464,Utrecht,5,9,10,7,B+,L3,6,2,2.1,motorbike,12,9,True,hobby,2,False
6097,Signe Madsen,female,54,Black,Adopted,5,3,4,1,10,Denmark,9.620000000000001,Hovedstaden,7,5,9,9,D,1,6,1,3.9,metro,58,6,True,craftsmanship,10,False
6098,Akram Hoevers,male,37,Hispanic,Adopted,4,4,4,4,5,Netherlands,8.464,Gelderland,3,1,1,5,B,M1,2,2,5.1,bicycle,51,7,True,family business,2,True
6099,Alicia Lopez,female,62,Asian,biological family,1,8,1,1,8,France,7.69,Nord,3,2,9,9,B−,8,5,0,6.5,taxi,43,6,True,hobby,10,False
6100,Henny Simons,female,60,Arab,Abandonned,1,3,3,3,4,Germany,7.155,Thüringen,4,4,7,5,D,L3,8,2,1.6,car,9,4,False,,,False
6101,Lori Klappe,female,64,Arab,Adopted,3,10,4,4,4,Netherlands,9.464,Limburg,9,7,6,8,C+,14,3,3,5.1,bus,51,7,True,repetitive labour,5,False
6102,Remedios López,female,66,Arab,Adopted,4,10,2,2,7,Spain,7.491,Andalucía,6,2,2,4,A+,M2,2,3,1.3,car,7,2,False,,,False
6103,Stephanie Garrett,female,38,Black,step family,5,2,3,1,10,United States,8.951,Connecticut,3,8,9,10,C−,3,10,3,23.0,train,197,8,False,,,True
6104,Buse Kocabıyık,female,65,Black,Adopted,2,1,1,1,1,Turkey,4.948,Bilecik,2,10,8,5,F,1,2,1,9.2,motorbike,55,8,True,repetitive labour,4,True
6105,Eleanor Palmer,female,38,White,extended family,1,1,2,1,6,Ireland,5.085,Wicklow,5,2,1,2,C+,5,4,1,3.3,motorbike,19,10,True,family business,2,False
6106,Eemil Kalm,male,51,Asian,Abandonned,3,8,1,1,5,Finland,7.842,Northern Ostrobothnia,3,6,9,8,C−,5,3,3,2.7,bus,27,2,False,,,False
6107,Kristian Schlesinger,male,24,Black,biological family,2,10,4,3,7,Germany,7.155,Mecklenburg-Vorpommern,7,1,10,8,A+,6,6,3,1.1,motorbike,6,2,True,hobby,10,True
6108,Valentin Balagura,male,38,Arab,extended family,1,4,4,4,10,Ukraine,5.875,Luganska,3,5,1,7,B,L3,2,3,6.3,taxi,42,2,False,,,False
6109,Marlene Hale,female,57,White,Adopted,1,7,4,4,5,Australia,6.183,Queensland,3,6,8,4,B,5,10,3,20.0,car,120,6,True,repetitive labour,6,False
6110,Nolhan Blanchard,male,69,Asian,extended family,2,6,3,1,10,France,7.69,Tarn,3,4,2,4,A,7,2,0,5.7,bicycle,57,4,True,craftsmanship,2,True
6111,Eevi Leppanen,female,51,Arab,extended family,5,10,4,2,7,Finland,6.842,Kainuu,3,10,10,7,C+,9,8,1,10.1,walking,606,3,True,repetitive labour,5,False
6112,Shawn Reyes,male,26,Arab,biological family,2,5,2,1,6,United Kingdom,6.064,Gwynedd County,6,6,7,1,B+,1,6,2,18.5,taxi,123,7,True,repetitive labour,6,False
6113,Zackary Williams,male,35,Black,Adopted,2,7,1,1,3,Canada,5.103,British Columbia,3,9,8,5,C−,6,2,2,5.6,bus,55,1,True,repetitive labour,2,True
6114,Angelina Markus,female,42,Asian,step family,2,4,3,2,10,Ukraine,5.875,Ivano-Frankivska,2,7,2,1,C−,1,3,0,3.2,car,19,2,False,,,True
6115,Gustavo Hernádez,male,73,Black,Abandonned,2,10,1,1,2,Mexico,4.317,Chihuahua,4,2,7,6,D,M2,10,0,22.0,taxi,146,2,True,repetitive labour,1,True
6116,Kadir Kuday,male,72,Arab,step family,1,4,4,3,3,Turkey,6.948,Kastamonu,2,1,9,1,A+,M1,5,1,5.5,motorbike,33,4,False,,,True
6117,Teresa Porter,female,56,Hispanic,step family,4,1,3,3,7,Ireland,8.085,Wexford,1,6,1,6,D−,4,6,3,4.7,taxi,31,1,True,craftsmanship,4,True
6118,Pavle Glavaš,male,25,Asian,Adopted,4,4,1,1,5,Serbia,6.078,Nišava,1,1,8,4,A+,10,6,3,4.8,metro,72,10,False,,,False
6119,Cristian Ferrer,male,60,White,Adopted,1,8,3,3,6,Spain,4.491,Cantabria,3,3,2,10,D,8,5,1,10.1,train,86,1,True,hobby,1,False
6120,Jovica Vučetić,male,72,Hispanic,step family,5,6,1,1,2,Serbia,7.078,Podunavlje,7,8,3,6,F,7,6,0,1.6,bicycle,16,3,False,,,False
6121,Hunter White,male,50,Arab,Adopted,2,5,3,3,10,New Zealand,6.277,Tasman,6,10,8,4,C+,M1,2,0,1.4,train,11,10,True,repetitive labour,5,False
6122,Louisa Rolland,female,22,White,Adopted,5,4,3,1,10,France,5.69,Meuse,4,6,6,6,C,L3,5,1,1.4,taxi,9,10,False,,,True
6123,Lori Nichols,female,38,White,step family,5,5,3,2,5,Australia,8.183,South Australia,2,8,2,7,C,5,1,2,8.6,bicycle,86,1,True,repetitive labour,10,False
6124,Eden Roux,female,32,White,biological family,5,2,4,1,8,France,5.69,Finistère,1,9,4,7,A+,11,3,3,8.3,metro,124,10,True,craftsmanship,3,False
6125,Ronalina Cheremshinskiy,female,32,Asian,Abandonned,4,3,2,1,10,Ukraine,6.875,Hersonska,1,2,2,1,D,7,5,2,4.0,car,24,4,True,hobby,7,False
6126,Matteo Menard,male,61,White,extended family,2,7,4,3,7,France,4.69,Isère,4,2,1,8,C−,11,9,1,2.4,taxi,16,5,False,,,True
6127,Amar Lundh,male,51,Arab,Abandonned,1,3,2,2,2,Norway,9.392,Aust-Agder,5,5,3,5,D−,M1,7,0,10.4,car,62,9,True,hobby,1,False
6128,Hetal Saldanha,female,76,Hispanic,Abandonned,4,4,3,1,8,India,5.819,Bihar,4,9,2,1,B−,10,7,0,4.2,taxi,28,1,True,family business,1,True
6129,Jutta Leclerc,female,65,Arab,step family,4,2,4,4,4,Switzerland,8.571,Neuchâtel,3,2,2,3,B,8,5,3,20.0,bus,200,8,True,repetitive labour,2,False
6130,Henoch Carvalho,male,72,White,biological family,4,7,2,1,3,Brazil,6.33,Piauí,1,1,10,10,D+,14,5,3,12.2,bus,122,4,False,,,True
6131,Melinda Rezende,female,68,Arab,step family,5,3,3,1,7,Brazil,8.33,Minas Gerais,4,9,7,6,B−,9,10,1,2.7,car,16,4,False,,,False
6132,احسان یاسمی,male,47,Black,Abandonned,3,7,3,3,2,Iran,3.721,قزوین,1,7,6,7,C+,13,2,3,13.1,taxi,87,6,True,repetitive labour,4,True
6133,Randall Marshall,male,26,Arab,Adopted,3,2,2,2,4,Ireland,7.085,Tipperary,3,2,8,9,C+,8,5,0,24.0,walking,1440,7,True,family business,7,True
6134,Gonca Demirel,female,76,Hispanic,Abandonned,5,10,4,2,9,Turkey,4.948,Burdur,4,2,8,6,D−,M2,1,1,7.1,car,42,10,False,,,False
6135,Gustav Larsen,male,52,White,extended family,1,8,2,2,9,Denmark,7.62,Midtjylland,2,1,8,10,B,3,5,3,7.1,metro,106,6,False,,,False
6136,Alvarim Lopes,male,38,Hispanic,step family,5,7,4,4,5,Brazil,8.33,Paraíba,5,10,10,7,D+,14,4,0,20.0,metro,300,7,False,,,True
6137,آریا كامياران,male,53,White,step family,2,4,1,1,6,Iran,5.721,قم,2,1,4,9,F,3,7,2,4.9,bicycle,49,3,True,repetitive labour,3,False
6138,Camille Macdonald,female,30,Arab,extended family,4,6,2,1,4,Canada,8.103,Nova Scotia,8,9,1,4,A+,2,1,3,4.1,car,24,2,False,,,False
6139,Iiris Leppanen,female,24,Asian,biological family,4,7,2,1,3,Finland,7.842,Uusimaa,4,8,9,7,F,L1,10,1,5.6,metro,84,9,True,craftsmanship,6,True
6140,Joan Vázquez,male,43,White,step family,1,5,3,1,10,Spain,5.491,Comunidad Valenciana,5,10,2,3,F,L2,10,3,15.5,bicycle,155,9,True,hobby,5,True
6141,Akseli Makela,male,35,White,step family,5,10,2,1,8,Finland,8.841999999999999,Southern Ostrobothnia,4,5,10,5,B,L2,9,2,23.5,motorbike,141,8,True,craftsmanship,6,False
6142,Jason Rice,male,65,Asian,Adopted,2,9,1,1,1,Australia,6.183,Northern Territory,1,4,2,2,D,3,3,1,1.3,metro,19,7,False,,,True
6143,Patricia Reyes,female,60,White,extended family,2,5,2,1,8,United Kingdom,9.064,North Yorkshire,5,10,6,1,A+,9,6,2,2.9,motorbike,17,5,True,craftsmanship,4,False
6144,Aayush Adiga,male,48,Hispanic,step family,2,10,2,2,10,India,4.819,Madhya Pradesh,1,7,7,8,A−,6,5,0,5.9,bicycle,59,3,True,craftsmanship,3,True
6145,Anka Borojević,female,37,Hispanic,step family,4,2,4,4,8,Serbia,6.078,Mačva,5,6,6,7,A−,M2,10,1,12.2,train,104,7,False,,,False
6146,Soan Charles,male,59,Arab,step family,2,6,2,2,5,France,8.690000000000001,Gard,1,9,4,9,D+,1,8,2,13.7,metro,205,3,False,,,True
6147,Mia Johnson,female,48,Hispanic,Abandonned,4,2,4,2,5,Canada,5.103,Yukon,2,1,1,5,F,L2,6,0,4.4,train,37,9,True,hobby,7,True
6148,Andrea Christensen,female,43,Hispanic,Abandonned,5,6,1,1,10,Denmark,7.62,Danmark,1,7,1,4,D,4,7,3,24.5,bicycle,244,7,False,,,True
6149,Ilija Popović,male,62,White,Adopted,1,5,1,1,7,Serbia,4.078,Kosovska Mitrovica,3,2,1,7,C−,4,1,0,0.6,bicycle,5,8,True,family business,8,True
6150,Onni Nikula,male,57,Black,biological family,3,8,1,1,3,Finland,9.841999999999999,Pirkanmaa,1,2,9,4,A+,L3,8,0,5.0,train,42,4,False,,,False
6151,Jack Lavigne,male,50,Black,extended family,4,2,4,1,6,Canada,5.103,Saskatchewan,5,9,8,3,C−,9,10,0,11.9,bus,119,2,True,repetitive labour,7,True
6152,Anjali Bal,female,54,White,extended family,4,1,2,1,1,India,5.819,Madhya Pradesh,5,1,1,3,F,11,3,2,12.5,walking,750,3,True,hobby,3,True
6153,Tamara Muller,female,26,Asian,Adopted,2,5,2,2,6,Switzerland,5.571,Fribourg,2,7,1,6,F,1,9,3,14.0,walking,840,8,True,family business,10,False
6154,Cody Lawson,male,22,Arab,biological family,5,6,4,3,6,Ireland,8.085,Meath,1,6,5,10,A+,1,4,1,20.5,train,175,10,True,family business,7,True
6155,Ramya Bangera,female,76,Arab,Adopted,4,5,3,3,4,India,2.819,Maharashtra,2,1,4,6,B−,11,1,3,22.0,bus,220,6,True,craftsmanship,10,False
6156,Laksh Kamath,male,35,Asian,biological family,1,10,1,1,8,India,2.819,Karnataka,1,3,6,10,A+,13,3,3,17.0,train,145,8,True,craftsmanship,1,True
6157,پرنیا گلشن,female,72,Black,step family,3,6,2,2,3,Iran,3.721,یزد,2,7,3,5,C,6,1,1,14.0,car,84,6,False,,,False
6158,Marcos Morel,male,35,Asian,Adopted,1,7,4,4,6,Switzerland,7.571,Luzern,6,2,3,7,A+,14,6,2,18.0,bus,180,4,False,,,False
6159,Susie Morgan,female,46,White,extended family,1,7,4,3,10,Ireland,8.085,Galway City,8,1,9,7,D−,L1,9,2,1.3,car,7,5,True,family business,10,False
6160,Joan Garza,female,45,Black,biological family,5,3,4,3,6,Australia,6.183,Queensland,1,5,1,1,B−,L2,5,1,5.3,taxi,35,9,True,family business,6,False
6161,بهاره كامياران,female,54,Hispanic,Abandonned,3,2,1,1,5,Iran,6.721,هرمزگان,1,3,10,6,B+,2,10,0,16.0,taxi,106,5,False,,,False
6162,Hedde Verhaegen,male,44,Arab,Adopted,2,7,2,2,9,Netherlands,5.464,Flevoland,3,5,8,4,D−,3,3,2,12.5,bus,125,7,True,repetitive labour,7,True
6163,Pascal Van Marion,female,30,Black,Adopted,1,1,4,4,10,Netherlands,6.464,Zeeland,6,2,7,5,B+,M1,8,0,1.2,walking,72,5,False,,,False
6164,هستی رضاییان,female,70,Black,Adopted,1,4,3,2,9,Iran,4.721,سمنان,3,4,6,1,C,10,4,1,24.5,car,147,1,True,craftsmanship,4,False
6165,Rodney Newman,male,54,Asian,Abandonned,4,2,1,1,8,United Kingdom,9.064,Berkshire,1,5,2,1,A,5,5,1,4.3,walking,258,3,True,family business,9,False
6166,Jeppe Enoksen,male,51,Asian,extended family,2,6,4,3,5,Norway,9.392,Troms - Romsa,5,7,4,8,C,3,3,3,15.5,walking,930,9,True,family business,2,True
6167,Christina Gray,female,21,Arab,Abandonned,1,5,4,2,4,United Kingdom,5.064,County Fermanagh,3,6,8,9,D−,6,3,1,1.7,metro,25,7,False,,,False
6168,Chandresh Chatterjee,male,53,Black,Abandonned,4,3,1,1,6,India,2.819,Tamil Nadu,2,4,2,8,C,3,4,3,0.6,motorbike,3,1,True,craftsmanship,3,False
6169,Chandresh Andrade,male,22,Black,biological family,2,6,3,3,10,India,1.819,Tripura,1,6,5,4,C,10,1,2,4.1,motorbike,24,1,False,,,True
6170,Ernst-Dieter Welsch,male,42,Hispanic,Adopted,2,8,1,1,9,Germany,5.155,Niedersachsen,4,1,4,3,C−,L2,7,1,2.2,motorbike,13,5,False,,,False
6171,کیمیا یاسمی,female,53,Black,biological family,4,9,4,1,8,Iran,4.721,یزد,2,10,3,8,D+,10,9,3,4.2,metro,63,8,True,repetitive labour,5,True
6172,Fidel Salinas,male,56,Asian,Adopted,5,9,2,2,3,Mexico,6.317,Oaxaca,3,4,6,5,C−,11,6,1,3.3,bus,32,7,False,,,False
6173,Claude Rhodes,male,22,Hispanic,Abandonned,1,7,4,4,8,United States,8.951,Florida,4,10,4,8,D,L1,9,2,19.0,walking,1140,7,False,,,True
6174,Teodor Mišković,male,53,Black,extended family,4,7,2,2,5,Serbia,6.078,Nišava,2,1,9,8,C−,12,7,0,2.2,metro,33,1,False,,,False
6175,Isabelle Lewis,female,35,White,Abandonned,2,5,4,3,3,New Zealand,8.277000000000001,Hawke'S Bay,8,5,8,5,C,3,8,0,6.4,bus,64,10,True,family business,5,False
6176,Manbir Kamath,male,29,Hispanic,biological family,5,9,1,1,10,India,5.819,Andaman and Nicobar Islands,1,5,5,7,B,6,6,3,1.4,bicycle,13,3,True,craftsmanship,8,False
6177,Helmer Alnæs,male,24,Hispanic,biological family,4,6,2,2,3,Norway,5.392,Nord-Trøndelag,2,10,3,10,B−,13,7,2,11.9,walking,714,9,False,,,False
6178,Scarlett Harris,female,58,Asian,step family,2,1,3,1,10,New Zealand,7.277,Auckland,4,6,7,1,B,7,6,1,6.5,train,55,7,False,,,False
6179,Christian Hansen,male,73,Hispanic,extended family,5,9,2,1,6,Denmark,7.62,Nordjylland,2,6,8,1,A−,2,7,2,4.4,car,26,3,False,,,True
6180,Deniz Karaböcek,female,51,Arab,Adopted,1,10,2,1,5,Turkey,3.9480000000000004,Bilecik,2,8,5,2,A−,1,2,1,2.4,car,14,6,True,repetitive labour,1,True
6181,Wynand Koppelaar,male,64,Arab,extended family,2,4,1,1,8,Netherlands,6.464,Groningen,6,1,3,7,C−,M1,9,0,23.0,bicycle,230,3,False,,,True
6182,Midas Egberts,male,47,Arab,Adopted,1,10,4,2,4,Netherlands,5.464,Drenthe,2,3,10,6,A+,8,2,0,5.4,walking,324,9,False,,,True
6183,Peter Burton,male,73,White,step family,4,5,4,1,3,United Kingdom,6.064,Buckinghamshire,6,5,6,5,F,L1,10,0,4.7,walking,282,1,False,,,False
6184,Timothy Nguyen,male,63,Arab,extended family,1,7,1,1,1,United Kingdom,5.064,Dumfries and Galloway,5,1,8,6,B,6,2,1,2.8,car,16,4,True,family business,10,True
6185,Fabienne Lemoine,female,69,Hispanic,step family,5,5,1,1,9,Switzerland,6.571,Obwalden,4,9,10,2,C+,13,7,3,5.8,bus,58,4,True,hobby,4,False
6186,Manon Robin,female,47,Asian,extended family,5,10,4,3,7,Switzerland,8.571,Glarus,1,6,5,6,B+,6,4,2,1.4,bicycle,13,4,True,craftsmanship,4,False
6187,Kjell Rishaug,male,63,Arab,Adopted,4,4,3,3,2,Norway,9.392,Akershus,8,2,9,5,B+,M2,1,2,0.6,walking,36,9,False,,,True
6188,Angie Simpson,female,55,Hispanic,Abandonned,5,10,2,1,1,United Kingdom,9.064,Shropshire,3,5,7,5,B+,11,5,2,11.6,metro,174,10,False,,,False
6189,Astrid Kristensen,female,34,Black,step family,1,9,2,1,9,Denmark,6.62,Nordjylland,2,9,3,1,B+,L3,3,0,4.9,car,29,10,True,hobby,1,True
6190,Ivan Chernyavskiy,male,43,Black,extended family,4,1,3,1,4,Ukraine,3.875,Avtonomna Respublika Krim,1,1,9,3,D,M2,10,2,7.1,motorbike,42,2,False,,,True
6191,Hugo Flores,male,58,Arab,extended family,2,10,3,3,10,Spain,8.491,La Rioja,5,10,7,6,B,5,9,2,7.4,motorbike,44,9,False,,,True
6192,Felipe Bravo,male,23,Black,Adopted,4,1,3,2,3,Spain,6.491,Comunidad Valenciana,2,2,2,3,A,L2,1,0,6.4,taxi,42,1,True,craftsmanship,3,False
6193,Ahmad Westlie,male,63,Arab,Abandonned,2,9,3,3,1,Norway,8.392,Sogn og Fjordane,8,2,9,6,D−,10,7,1,2.4,motorbike,14,10,True,hobby,1,False
6194,Charles Brown,male,65,White,biological family,3,3,4,4,1,New Zealand,5.277,Wellington,2,5,2,7,A+,1,6,3,0.5,walking,30,6,True,family business,1,False
6195,Emre Taşlı,male,49,White,Adopted,5,9,1,1,8,Turkey,2.9480000000000004,Balıkesir,2,6,10,10,D+,L1,7,0,7.4,car,44,2,True,family business,3,False
6196,Mildred Martin,female,62,Black,extended family,4,5,3,2,8,Australia,9.183,Queensland,2,1,10,5,A,7,6,2,10.4,motorbike,62,10,True,family business,4,True
6197,Chad Mitchell,male,35,White,extended family,5,6,3,2,7,United Kingdom,8.064,Avon,2,3,4,8,C,12,3,0,20.5,bus,205,7,True,hobby,10,True
6198,Dulce Quiñones,female,47,Hispanic,Adopted,1,5,4,2,8,Mexico,6.317,Oaxaca,2,3,9,3,C−,8,1,1,9.5,bicycle,95,9,False,,,True
6199,Esteban Mora,male,57,Black,biological family,3,1,3,2,5,Spain,4.491,Cantabria,4,5,3,4,A−,L2,5,0,5.5,car,33,9,False,,,False
6200,احسان حیدری,male,31,Black,Adopted,1,7,2,2,6,Iran,6.721,هرمزگان,4,5,7,5,C,8,10,3,6.5,bus,65,10,False,,,True
6201,Gerald Becher,male,33,Asian,step family,4,8,4,3,9,Germany,6.155,Schleswig-Holstein,6,6,10,1,D,L1,2,2,1.6,bicycle,16,5,False,,,False
6202,Nicklas Mortensen,male,76,White,extended family,3,2,1,1,6,Denmark,9.620000000000001,Midtjylland,5,1,2,10,A−,2,2,0,2.1,walking,126,7,False,,,True
6203,Sowjanya Das,female,72,Asian,biological family,1,1,2,1,5,India,4.819,Sikkim,1,3,2,6,A−,1,8,2,1.5,train,12,4,True,repetitive labour,1,False
6204,Orimir Yakovliv,male,68,Arab,step family,4,3,3,1,3,Ukraine,2.875,Chernivecka,2,2,6,10,D+,3,10,3,19.0,taxi,126,9,True,family business,9,False
6205,William Jensen,male,21,Arab,step family,1,8,3,1,9,Denmark,8.620000000000001,Danmark,6,7,10,6,D,8,8,1,5.0,walking,300,4,True,family business,5,True
6206,Julia Masson,female,32,Asian,extended family,3,7,1,1,3,France,7.69,Vosges,7,5,2,8,D−,L3,4,0,4.8,metro,72,8,True,repetitive labour,10,True
6207,Oliver Madsen,male,33,Asian,Abandonned,3,2,3,2,2,Denmark,8.620000000000001,Nordjylland,7,1,10,9,B−,6,5,2,14.0,metro,210,10,True,family business,6,False
6208,Xavier Wang,male,25,Black,extended family,4,7,2,2,10,New Zealand,5.277,Nelson,1,10,9,6,A−,2,5,1,1.2,car,7,4,False,,,False
6209,Carla Bragstad,female,44,Arab,Adopted,1,2,3,3,3,Norway,8.392,Troms - Romsa,8,2,7,7,A+,14,1,3,4.1,walking,245,8,False,,,True
6210,Natascha Jean,female,41,Asian,biological family,5,9,2,1,4,Switzerland,8.571,Luzern,3,6,7,10,B−,2,9,0,22.5,car,135,9,True,hobby,2,True
6211,Barbara Baker,female,55,Arab,extended family,2,8,1,1,8,Ireland,9.085,Kerry,7,3,4,6,D,L1,7,3,2.6,train,22,6,True,hobby,7,False
6212,Yasmine Robert,female,24,Hispanic,Abandonned,1,3,2,1,5,Switzerland,8.571,Nidwalden,7,8,3,6,C+,L2,3,2,1.4,motorbike,8,8,False,,,False
6213,Héctor Mora,male,54,Hispanic,Abandonned,4,3,2,1,4,Spain,5.491,Cataluña,5,3,1,8,A−,9,8,2,1.9,taxi,12,5,True,craftsmanship,9,False
6214,Aida Soto,female,36,Hispanic,biological family,4,4,4,1,9,Mexico,7.317,Tlaxcala,1,6,7,1,C+,3,8,1,1.1,train,9,2,True,craftsmanship,7,False
6215,Alma Grant,female,62,Arab,Abandonned,1,3,4,1,1,United States,6.951,New Hampshire,3,7,6,10,C+,L2,6,2,10.1,motorbike,60,4,False,,,True
6216,Aubrey Cruz,female,43,Asian,Abandonned,1,9,1,1,8,Australia,6.183,Queensland,1,2,2,1,C−,L3,7,1,1.0,bicycle,10,7,True,family business,8,True
6217,Linnea Huhtala,female,30,Asian,Abandonned,3,9,2,1,2,Finland,7.842,Finland Proper,6,1,4,5,B,8,7,1,5.5,motorbike,33,3,True,hobby,4,False
6218,Theo Olson,male,28,Black,Abandonned,4,7,2,1,2,Ireland,9.085,Louth,4,1,3,1,D−,M2,8,2,3.5,motorbike,21,10,True,craftsmanship,1,False
6219,Annie Schmidt,female,77,Black,biological family,3,3,2,1,5,United States,7.951,Louisiana,6,3,10,5,F,2,9,0,9.5,train,81,9,False,,,True
6220,كيان کوتی,male,75,Black,extended family,2,3,1,1,10,Iran,6.721,گیلان,6,8,6,7,A−,7,4,1,13.7,motorbike,82,8,False,,,False
6221,Yvan Guillaume,male,28,White,step family,1,5,3,2,1,Switzerland,8.571,Obwalden,4,8,4,5,A+,2,3,1,3.4,bicycle,34,5,False,,,False
6222,Manthan Kouser,male,58,Hispanic,Abandonned,4,1,4,1,1,India,4.819,Uttar Pradesh,2,4,5,4,D,13,8,1,5.2,bicycle,52,10,False,,,True
6223,Ulita Kirichuk,female,63,White,biological family,4,2,3,1,4,Ukraine,4.875,Poltavska,1,5,1,1,A,7,5,3,6.3,bus,63,1,True,hobby,8,False
6224,Cesar Ramírez,male,25,White,biological family,4,3,2,1,1,Spain,5.491,Comunidad de Madrid,2,4,8,8,F,4,4,3,2.6,bicycle,26,4,True,repetitive labour,1,False
6225,پوریا موسوی,male,47,Asian,biological family,3,8,2,2,2,Iran,5.721,اصفهان,2,9,1,6,F,6,9,3,12.8,taxi,85,6,True,family business,8,True
6226,Antonio Simpson,male,76,Hispanic,Adopted,3,8,1,1,4,United States,6.951,New Hampshire,1,4,1,5,A,12,10,3,1.7,metro,25,5,False,,,True
6227,Gael Velásquez,male,61,Hispanic,extended family,2,5,4,2,2,Mexico,6.317,Guerrero,5,1,2,4,C−,M2,2,3,10.4,metro,156,4,False,,,False
6228,Richard Craig,male,38,Asian,biological family,4,3,2,1,10,United Kingdom,8.064,Clwyd,4,9,4,9,C−,7,2,2,5.3,motorbike,31,1,True,craftsmanship,5,False
6229,Lesya Tarnovski,female,41,White,biological family,4,3,4,4,4,Ukraine,3.875,Luganska,2,6,7,10,A−,6,4,1,11.9,walking,714,4,True,hobby,2,True
6230,Leticia Uribe,female,77,Arab,Abandonned,1,2,1,1,5,Mexico,6.317,Tlaxcala,4,6,10,2,D+,2,2,3,1.0,walking,60,10,True,hobby,7,True
6231,Girindra Andrade,male,31,Hispanic,Adopted,5,1,3,1,9,India,5.819,Lakshadweep,5,4,3,1,D+,13,7,0,5.3,bus,53,5,False,,,True
6232,Beth Washington,female,52,White,step family,2,8,1,1,8,United States,5.951,Idaho,4,2,2,6,B−,7,8,3,14.9,bicycle,149,2,True,hobby,5,True
6233,Mile Silić,male,45,Black,extended family,3,7,3,2,10,Serbia,7.078,Central Banat,4,6,4,1,C,14,1,1,0.8,walking,48,6,True,repetitive labour,1,True
